,forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975,actual_forecast_date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ret1,ret2,ret3,ret4,ret5,lag_ret1,lag_ret2,lag_ret3,lag_ret4,lag_ret5,score
4,2023-01-11,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,2.3433713664170677
0,2023-01-11,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,1.6536026509250576
1,2023-01-11,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.3935191008277532
2,2023-01-11,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.7331815471303706
3,2023-01-11,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.987032356385082
4,2023-01-11,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,2.333011743267787
0,2023-01-11,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,1.654087602028199
1,2023-01-11,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.4010205754715872
2,2023-01-11,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.7340307560983386
3,2023-01-11,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.994944001498816
4,2023-01-11,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,2.2916861286298875
0,2023-01-12,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.0644385677434207
1,2023-01-12,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-12,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.7533556468021365
3,2023-01-12,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,2.045723571354768
4,2023-01-12,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.336543156260686
0,2023-01-12,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.0646846323077228
1,2023-01-12,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-12,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.7684814990904478
3,2023-01-12,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,2.042263227637736
4,2023-01-12,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.326183533111405
0,2023-01-12,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.0690378773012275
1,2023-01-12,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-12,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.7693307080584157
3,2023-01-12,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,2.037194340656584
4,2023-01-12,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.2786428803117005
0,2023-01-13,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-13,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-13,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,1.7618708531483966
3,2023-01-13,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.134047465314312
4,2023-01-13,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.412107653936645
0,2023-01-13,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-13,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-13,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,1.731991158584058
3,2023-01-13,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.13058712159728
4,2023-01-13,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.401748030787364
0,2023-01-13,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-13,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-13,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,1.725380110610754
3,2023-01-13,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.102363671206928
4,2023-01-13,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.411412196090911
0,2023-01-14,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-14,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.5303905363998367
2,2023-01-14,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.103026639990217
3,2023-01-14,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.394700587552817
4,2023-01-14,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-21 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-14,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-14,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.520782851565969
2,2023-01-14,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.073146945425879
3,2023-01-14,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.3930668966535893
4,2023-01-14,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-21 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-14,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-14,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.528284326209803
2,2023-01-14,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-19 00:00:00+01:00,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,0.0,0.0,-1.7370582414514502,-1.7717681786013628,-1.4219767171859132,-1.1074852077305408,-0.9202574490133841,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,5.048836195807706
3,2023-01-14,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.4009785417673233
4,2023-01-14,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-21 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-15,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.1917023184816364
1,2023-01-15,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.5656904883599139
2,2023-01-15,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.159390187070644
3,2023-01-15,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-21 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-15,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-22 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-15,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.1919483830459385
1,2023-01-15,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.556082803526046
2,2023-01-15,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.1745160393589553
3,2023-01-15,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-21 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-15,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-22 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-15,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.1963016280394432
1,2023-01-15,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.56358427816988
2,2023-01-15,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-20 00:00:00+01:00,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,0.0,0.0,0.7558260016839569,-0.9812322397674933,-1.015942176917406,-0.6661507155019564,-0.35165920604658396,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,15086.51953125,2.1753652483269232
3,2023-01-15,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-21 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-15,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-22 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-16,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.2270022704417136
1,2023-01-16,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-18 00:00:00+01:00,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,0.0,0.0,-0.03470993714991266,0.3150815242655369,0.6295730337209093,0.816800792438066,1.5525827962246552,15187.0703125,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,1.3953192450928937
2,2023-01-16,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-21 00:00:00+01:00,,,,,,,,,,,,,,,,,,
3,2023-01-16,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-22 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-16,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-23 00:00:00+01:00,15077.400390625,15145.900390625,15022.830078125,15102.9501953125,39903900.0,0.0,0.0,0.46050951599667656,1.2163355176806334,-0.5207227237708167,-0.5554326609207294,-0.20564119950527981,15033.5595703125,14920.3603515625,15181.7998046875,15187.0703125,15134.0400390625,2.1167911682493648
0,2023-01-16,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.2272483350060157
